[WARNING] Deprecated '--logger=capnslog' flag is set; use '--logger=zap' flag instead
2020-04-24 13:14:06.464531 I | etcdmain: etcd Version: 3.4.3
2020-04-24 17:49:22.259805 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (254.576071ms) to execute
2020-04-24 17:49:22.260128 W | etcdserver: read-only range request "key:\"/registry/jobs/\" range_end:\"/registry/jobs0\" limit:500 " with result "range_response_count:0 size:6" took too long (233.294744ms) to execute
2020-04-24 17:50:58.354689 W | etcdserver: read-only range request "key:\"/registry/rolebindings\" range_end:\"/registry/rolebindingt\" count_only:true " with result "range_response_count:0 size:8" took too long (100.728926ms) to execute
2020-04-24 17:54:14.223048 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (110.442748ms) to execute
2020-04-24 17:54:14.906392 I | mvcc: store.index: compact 63279
2020-04-24 17:54:14.937380 I | mvcc: finished scheduled compaction at 63279 (took 29.066876ms)
2020-04-24 17:55:05.827001 W | etcdserver: read-only range request "key:\"/registry/mutatingwebhookconfigurations\" range_end:\"/registry/mutatingwebhookconfigurationt\" count_only:true " with result "range_response_count:0 size:6" took too long (113.926488ms) to execute
2020-04-24 17:56:30.627685 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:258" took too long (204.519222ms) to execute
2020-04-24 17:58:11.609976 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (148.711675ms) to execute
2020-04-24 17:58:25.996576 W | etcdserver: request "header:<ID:9653027836255070452 > lease_revoke:<id:05f671ac52f0e879>" with result "size:29" took too long (157.913484ms) to execute
2020-04-24 17:58:46.765966 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (130.177025ms) to execute
2020-04-24 17:59:07.074643 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (129.260672ms) to execute
2020-04-24 17:59:14.939981 I | mvcc: store.index: compact 63992
2020-04-24 17:59:14.971069 I | mvcc: finished scheduled compaction at 63992 (took 29.324215ms)
2020-04-24 17:59:32.017233 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (157.105218ms) to execute
2020-04-24 18:00:03.387397 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:480" took too long (164.030806ms) to execute
2020-04-24 18:00:03.389988 W | etcdserver: read-only range request "key:\"/registry/endpointslices\" range_end:\"/registry/endpointslicet\" count_only:true " with result "range_response_count:0 size:8" took too long (125.272399ms) to execute
2020-04-24 18:00:34.691386 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (115.09012ms) to execute
2020-04-24 18:00:45.180785 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (123.20135ms) to execute
2020-04-24 18:01:21.350506 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:507" took too long (104.336579ms) to execute
2020-04-24 18:01:50.621226 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:603" took too long (182.135734ms) to execute
2020-04-24 18:01:50.622433 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:258" took too long (152.572039ms) to execute
2020-04-24 18:01:50.624427 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:480" took too long (196.37333ms) to execute
2020-04-24 18:01:50.785088 W | etcdserver: read-only range request "key:\"/registry/masterleases/192.168.32.2\" " with result "range_response_count:1 size:139" took too long (101.749192ms) to execute
2020-04-24 18:01:50.786422 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (124.564029ms) to execute
2020-04-24 18:02:26.558049 W | etcdserver: read-only range request "key:\"/registry/csidrivers\" range_end:\"/registry/csidrivert\" count_only:true " with result "range_response_count:0 size:6" took too long (116.459463ms) to execute
2020-04-24 18:02:47.632102 W | etcdserver: request "header:<ID:9653027836255072455 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" mod_revision:65212 > success:<request_put:<key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" value_size:513 >> failure:<request_range:<key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" > >>" with result "size:18" took too long (130.65829ms) to execute
2020-04-24 18:03:34.429185 W | etcdserver: read-only range request "key:\"/registry/jobs/\" range_end:\"/registry/jobs0\" limit:500 " with result "range_response_count:0 size:6" took too long (477.352928ms) to execute
2020-04-24 18:03:34.430230 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers\" range_end:\"/registry/horizontalpodautoscalert\" count_only:true " with result "range_response_count:0 size:6" took too long (475.587092ms) to execute
2020-04-24 18:03:34.432486 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (558.573026ms) to execute
2020-04-24 18:03:53.747451 W | etcdserver: read-only range request "key:\"/registry/persistentvolumeclaims\" range_end:\"/registry/persistentvolumeclaimt\" count_only:true " with result "range_response_count:0 size:6" took too long (167.414213ms) to execute
2020-04-24 18:03:59.635627 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (100.709119ms) to execute
2020-04-24 18:04:00.962806 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (130.027051ms) to execute
2020-04-24 18:04:05.163850 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (153.249362ms) to execute
2020-04-24 18:04:14.960836 I | mvcc: store.index: compact 64710
2020-04-24 18:04:14.976599 I | mvcc: finished scheduled compaction at 64710 (took 15.056004ms)
2020-04-24 18:07:50.654151 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:258" took too long (147.721832ms) to execute
2020-04-24 18:07:58.996999 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (105.176883ms) to execute
2020-04-24 18:08:09.424953 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:480" took too long (197.455665ms) to execute
2020-04-24 18:08:09.425351 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:603" took too long (186.123433ms) to execute
2020-04-24 18:08:09.719039 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:507" took too long (222.275978ms) to execute
2020-04-24 18:08:13.604942 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (141.904669ms) to execute
2020-04-24 18:08:24.092257 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (108.041448ms) to execute
2020-04-24 18:08:28.084372 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (182.245069ms) to execute
2020-04-24 18:08:28.544371 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:603" took too long (287.487849ms) to execute
2020-04-24 18:09:04.999260 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (183.991206ms) to execute
2020-04-24 18:09:15.003904 I | mvcc: store.index: compact 65420
2020-04-24 18:09:15.022407 I | mvcc: finished scheduled compaction at 65420 (took 17.793414ms)
2020-04-24 18:09:31.833210 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (169.211172ms) to execute
2020-04-24 18:09:34.057844 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (208.933778ms) to execute
2020-04-24 18:10:02.019301 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:576" took too long (100.157731ms) to execute
2020-04-24 18:10:27.022309 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (147.535959ms) to execute
2020-04-24 18:10:37.299987 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:507" took too long (134.110947ms) to execute
2020-04-24 18:10:47.610543 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (177.549524ms) to execute
2020-04-24 18:11:27.494621 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (140.069668ms) to execute
2020-04-24 18:13:33.590372 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (129.473903ms) to execute
2020-04-24 18:14:08.856257 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (163.713517ms) to execute
2020-04-24 18:14:15.021476 I | mvcc: store.index: compact 66145
2020-04-24 18:14:15.048518 I | mvcc: finished scheduled compaction at 66145 (took 26.359925ms)
2020-04-24 18:14:48.997895 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (192.478342ms) to execute
2020-04-24 18:15:24.244975 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:507" took too long (144.030847ms) to execute
2020-04-24 18:16:04.277399 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:480" took too long (119.696426ms) to execute
2020-04-24 18:16:19.259583 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:507" took too long (129.394089ms) to execute
